slug,topic,title,url,source,difficulty,bucket,tracks,tags,styles,prerequisites,why_fit
dp/knapsack-family,DP -> Knapsack Family,Two Sets II,https://cses.fi/problemset/task/1093,CSES,easy,equal-partition-counting,Subset Sum,Partition | Combinatorics,Tabulation,Modular Arithmetic,A classic partition-counting twist on subset-sum that reinforces exact-sum DP.
dp/knapsack-family,DP -> Knapsack Family,Fruit Feast,https://usaco.org/index.php?cpid=574&page=viewproblem2,USACO Gold,easy,knapsack-with-a-toggle,State-Augmented-Knapsack,Unbounded | One-Time-State,Tabulation,Unbounded Knapsack | State Expansion,A memorable knapsack twist where one optional action changes the reachable state space.
dp/knapsack-family,DP -> Knapsack Family,Minimizing Coins,https://cses.fi/problemset/task/1634,CSES,easy,minimum-coin-count,Unbounded-Knapsack,Min-Coins | Unbounded | Min-Count,Tabulation,Basic Recurrence | Arrays,The simplest unbounded knapsack variant: minimize items while hitting an exact sum.
dp/knapsack-family,DP -> Knapsack Family,Coin Change,https://leetcode.com/problems/coin-change,LeetCode,medium,minimum-coins-with-repetition,Unbounded-Knapsack,Min-Coins | Unbounded,Tabulation,Minimizing Coins | Arrays,The interview-friendly version of unbounded knapsack with the same core recurrence.
dp/knapsack-family,DP -> Knapsack Family,Coin Combinations I,https://cses.fi/problemset/task/1635,CSES,easy,ordered-unbounded-counting,Unbounded-Knapsack,Counting | Order-Matters,Tabulation,Modular Arithmetic | Basic Counting,Classic counting knapsack where the order of coins matters and the state is one-dimensional.
dp/knapsack-family,DP -> Knapsack Family,Talent Show,https://usaco.org/index.php?cpid=839&page=viewproblem2,USACO Gold,hard,ratio-knapsack,Ratio-Optimization,Binary-Search-On-Answer,Tabulation | Binary-Search-Check,0/1 Knapsack | Binary Search On Answer,A classic knapsack variant that combines DP with an optimization ratio objective.
dp/knapsack-family,DP -> Knapsack Family,Money Sums,https://cses.fi/problemset/task/1745,CSES,easy,reachable-sums,Subset Sum,Reachable-Sums | Bitset-Friendly,Tabulation,Set Thinking | Boolean DP,A classic subset-sum reachability problem that prepares you for bitset optimization later.
dp/knapsack-family,DP -> Knapsack Family,Target Sum,https://leetcode.com/problems/target-sum,LeetCode,medium,signed-subset-sum,Counting-Knapsack,Sign-Assignments | Counting,Tabulation,Subset Sum | Algebraic Transformation,A classic transform-from-signs to subset-sum problem that rewards good state reframing.
dp/knapsack-family,DP -> Knapsack Family,Partition Equal Subset Sum,https://leetcode.com/problems/partition-equal-subset-sum,LeetCode,medium,subset-partition,Subset Sum,Partition | Boolean,Tabulation,Parity Checks,A direct yes/no subset-sum target that helps cement knapsack as reachability.
dp/knapsack-family,DP -> Knapsack Family,Ones and Zeroes,https://leetcode.com/problems/ones-and-zeroes,LeetCode,medium,two-dimensional-capacity,2D-Knapsack,Dual-Capacity | 0-1,Tabulation,0/1 Knapsack | Counting Items,A useful multi-capacity knapsack that extends the standard single-budget template.
dp/knapsack-family,DP -> Knapsack Family,Coin Combinations II,https://cses.fi/problemset/task/1636,CSES,easy,unordered-counting,Subset-Knapsack,Counting | Order-Does-Not-Matter,Tabulation,Coin Combinations I | Modular Arithmetic,Teaches the coin-ordering pitfall that distinguishes the two classic coin-change DPs.
dp/knapsack-family,DP -> Knapsack Family,Knapsack 2,https://atcoder.jp/contests/dp/tasks/dp_e,AtCoder DP Contest,hard,value-indexed-knapsack,Value-Based-DP,Capacity | Value-State | Value-Based Knapsack | Large W,Tabulation,0/1 Knapsack | State Redesign,Shows the key trick of flipping the DP dimension when weights are too large.
dp/sliding-window,DP -> Sliding Window And Window DP,Dice Combinations,https://cses.fi/problemset/task/1633,CSES,easy,core,,1D DP | Window Size 6,,,bounded-width transition window
dp/sliding-window,DP -> Sliding Window And Window DP,Array Description,https://cses.fi/problemset/task/1746,CSES,medium,core,,Bounded Transition DP | Prefix Sums,,,local-value window on adjacent states
dp/sliding-window,DP -> Sliding Window And Window DP,Candies,https://atcoder.jp/contests/dp/tasks/dp_m,AtCoder DP Contest,medium-hard,core,,Prefix-Sum DP | Bounded Range,,,windowed transitions via prefix sums
dp/sliding-window,DP -> Sliding Window And Window DP,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets,LeetCode,medium,at-most-k-distinct,Frequency-Window,Distinct-Count | Two-Pointers,Two-Pointers,Hash Maps | Window Invariants,A classic at-most-two-distinct window that teaches how to expand and shrink correctly.
dp/sliding-window,DP -> Sliding Window And Window DP,Sliding Window Distinct Values,https://cses.fi/problemset/task/3222,CSES,easy,distinct-count-window,Frequency-Window,Frequency-Map | Distinct,Two-Pointers | Hash-Map,Hash Maps | Two Pointers,A clean frequency-based window problem that teaches how to maintain a moving constraint.
dp/sliding-window,DP -> Sliding Window And Window DP,Permutation in String,https://leetcode.com/problems/permutation-in-string,LeetCode,easy,fixed-length-frequency-match,Frequency-Window,Anagram | Frequency-Array,Two-Pointers,Frequency Arrays | Strings,A crisp fixed-window frequency problem that is perfect for learning sliding updates.
dp/sliding-window,DP -> Sliding Window And Window DP,Sliding Window Cost,https://cses.fi/problemset/task/1077,CSES,medium,median-cost,Order-Statistics,Median | Cost,Balanced-Multiset,Sliding Window Median | Prefix Sums,A natural companion to median maintenance that adds aggregate cost tracking.
dp/sliding-window,DP -> Sliding Window And Window DP,Sliding Window Median,https://cses.fi/problemset/task/1076,CSES,medium,median-maintenance,Order-Statistics,Median | Multiset,Balanced-Multiset,Multisets | Heap Balancing,A classic sliding-window problem that upgrades basic window maintenance to order statistics.
dp/sliding-window,DP -> Sliding Window And Window DP,Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring,LeetCode,hard,minimum-covering-window,Frequency-Window,Substring | Frequency-Map,Two-Pointers | Hash-Map,Hash Maps | Substring Counting,The classic minimum-cover window that shows how to shrink only after a valid window is found.
dp/sliding-window,DP -> Sliding Window And Window DP,Sliding Window Minimum,https://cses.fi/problemset/task/3221,CSES,easy,monotonic-minimum,Window-Maintenance,Deque | Minimum,Deque,Queues | Amortized Analysis,The standard monotonic-deque template for maintaining a window minimum in O(n).
dp/sliding-window,DP -> Sliding Window And Window DP,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k,LeetCode,medium,product-constraint,Product-Window,Multiplicative | Two-Pointers,Two-Pointers,Multiplication Invariants | Arrays,A canonical positive-array sliding window where the product constraint controls window growth.
dp/sliding-window,DP -> Sliding Window And Window DP,Longest Repeating Character Replacement,https://leetcode.com/problems/longest-repeating-character-replacement,LeetCode,medium,single-character-dominance,Frequency-Window,Frequency | Replacement,Two-Pointers,Frequency Counting | Window Invariants,A very common window problem where a simple count invariant unlocks the maximum length.
dp/sliding-window,DP -> Sliding Window And Window DP,Longest Substring Without Repeating Characters,https://leetcode.com/problems/longest-substring-without-repeating-characters,LeetCode,medium,unique-character-window,Two-Pointers,Hash-Map | Substring,Two-Pointers,Hash Maps | Strings,The most recognizable variable-length window problem for maintaining a uniqueness invariant.
dp/sliding-window,DP -> Sliding Window And Window DP,Maximum Erasure Value,https://leetcode.com/problems/maximum-erasure-value,LeetCode,medium,unique-sum-window,Frequency-Window,Unique-Window | Prefix-Sums,Two-Pointers,Hash Maps | Prefix Sums,A good combination of uniqueness maintenance and rolling aggregate sums.
dp/sliding-window,DP -> Sliding Window And Window DP,Sliding Window Inversions,https://cses.fi/problemset/task/3223,CSES,hard,window-inversion-count,Inversion-Counting,Inversions | Fenwick,Fenwick-Tree,Coordinate Compression | Order Statistics,A strong advanced window problem that combines local maintenance with inversion counting.
dp/sliding-window,DP -> Sliding Window And Window DP,Sliding Window Advertisement,https://cses.fi/problemset/task/3227,CSES,medium,windowed-histogram,Monotonic-Window,Deque | Max-Area,Deque | Prefix-Scan,Monotonic Queue | Prefix Sums,A nice windowed maximization problem where subarray-maintenance meets a geometric interpretation.
dp/tree-dp,DP -> Tree DP,Tree Matching,https://cses.fi/problemset/task/1130,CSES,medium,core,,Matching,,,child-combination DP on trees
dp/tree-dp,DP -> Tree DP,Subtree,https://atcoder.jp/contests/dp/tasks/dp_v,AtCoder DP Contest,medium-hard,core,,Rerooting,,,rerooting / subtree accumulation
dp/tree-dp,DP -> Tree DP,Sum of Distances in Tree,https://leetcode.com/problems/sum-of-distances-in-tree,LeetCode,hard,all-roots-distance-dp,Rerooting,,DFS | Rerooting,Subtree Sizes | Tree Traversal,A very common rerooting problem that teaches how to propagate global answers across all nodes.
dp/tree-dp,DP -> Tree DP,Binary Tree Maximum Path Sum,https://leetcode.com/problems/binary-tree-maximum-path-sum,LeetCode,hard,best-path-through-a-node,Path-Aggregation,Path,DFS | Postorder,Tree Recursion | Max Subarray Intuition,A classic tree aggregation problem where each node contributes one-sided path values upward.
dp/tree-dp,DP -> Tree DP,Tree Distances I,https://cses.fi/problemset/task/1132,CSES,medium,maximum-distance-per-node,Rerooting,Distance,DFS | Rerooting,Tree Traversal | DFS Order,A clean rerooting example that asks for a per-node aggregate over the whole tree.
dp/tree-dp,DP -> Tree DP,Directory Traversal,https://usaco.org/index.php?cpid=814&page=viewproblem2,USACO Gold,medium,root-choice-optimization,Rerooting,,DFS | Rerooting,Tree Distance Basics | Prefix Sums,A great rerooting-style tree DP where the answer depends on where you stand in the tree.
dp/tree-dp,DP -> Tree DP,Tree Distances II,https://cses.fi/problemset/task/1133,CSES,medium,sum-of-distances,Rerooting,,DFS | Rerooting,Tree Distances I | Subtree Sizes,"The sum-of-distances sibling to Tree Distances I, and a classic rerooting benchmark."
dp/tree-dp,DP -> Tree DP,Barn Painting,https://usaco.org/index.php?cpid=766&page=viewproblem2,USACO Gold,easy,tree-coloring,Coloring-DP,Coloring,DFS | Postorder,Tree Traversal | State Compression,A classic colored-tree DP that cleanly illustrates parent-state dependency.
dp/tree-dp,DP -> Tree DP,Independent Set,https://atcoder.jp/contests/dp/tasks/dp_p,AtCoder DP Contest,medium,tree-independent-set,Subtree-DP,Independent-Set | 2-State,DFS | Postorder,Tree Traversal | Basic Recursion,The textbook tree DP for choosing or skipping each node under parent-child constraints.
dp/tree-dp,DP -> Tree DP,House Robber III,https://leetcode.com/problems/house-robber-iii,LeetCode,medium,tree-skip-take,Tree-Structure,Binary-Tree | Skip-Take,DFS | Postorder,Binary Tree Traversal | State Pairs,A highly recognizable tree DP where each node returns take and skip values.
foundations/binary-search,Foundations -> Binary Search,032 - Binary Search,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_ad,AtCoder,easy,core,,Membership | Sorted-Array,,,Official warmup for binary search on sorted data.
foundations/binary-search,Foundations -> Binary Search,C - Buy an Integer,https://atcoder.jp/contests/abc146/tasks/abc146_c,AtCoder,medium,core,,Digit-Length | Math,,,Search over a monotone price function.
foundations/binary-search,Foundations -> Binary Search,Array Division,https://cses.fi/problemset/task/1085,CSES,medium,classic,,Binary-Search-On-Answer | Partitioning | Greedy-Check | Partition,Proof-Heavy | Greedy-Heavy,Binary Search | Greedy Feasibility Checks | Arrays,A standard partitioning benchmark that teaches how to build a monotone check.
foundations/binary-search,Foundations -> Binary Search,Factory Machines,https://cses.fi/problemset/task/1620,CSES,medium,classic,,Binary-Search-On-Answer | Monotonicity | Counting | Monotone-Predicate | Minimize-Answer,Proof-Heavy | Math-Heavy,Binary Search | Monotone Predicates | Prefix Counting,A canonical binary-search-on-answer problem with a clean monotone feasibility check.
foundations/binary-search,Foundations -> Binary Search,Magic Powder - 2,https://codeforces.com/problemset/problem/670/D,Codeforces,medium,classic,,Binary-Search-On-Answer | Resource-Feasibility,Proof-Heavy | Greedy-Heavy,Binary Search | Greedy Checks | Resource Counting,A popular feasibility-search problem with a very reusable binary-search pattern.
foundations/binary-search,Foundations -> Binary Search,Maximum Median,https://codeforces.com/problemset/problem/1201/C,Codeforces,medium,classic,,Binary-Search-On-Answer | Median,Proof-Heavy | Math-Heavy,Binary Search | Median Reasoning | Greedy,A classic binary-search benchmark where the objective is to maximize a median value.
foundations/complexity-and-invariants,Foundations -> Complexity And Invariants,Collecting Numbers,https://cses.fi/problemset/task/2216,CSES,easy,core,,Permutations | Position-Mapping | Positions,Proof-Heavy | Implementation-Heavy,Permutations | Index Mapping | Loop Invariants,Good practice for turning a process into a simple invariant over positions.
foundations/complexity-and-invariants,Foundations -> Complexity And Invariants,Missing Coin Sum,https://cses.fi/problemset/task/2183,CSES,medium,core,,Sorting,,,Classic smallest-unreachable-sum invariant.
foundations/complexity-and-invariants,Foundations -> Complexity And Invariants,Stick Lengths,https://cses.fi/problemset/task/1074,CSES,medium,core,,Median | Absolute-Deviation | Sorting,,,Shows why the median is optimal.
foundations/complexity-and-invariants,Foundations -> Complexity And Invariants,Collecting Numbers II,https://cses.fi/problemset/task/2217,CSES,hard,core,,Updates | Swap-Delta,,,"Same invariant, but maintained under swaps."
foundations/complexity-and-invariants,Foundations -> Complexity And Invariants,Distinct Values Subarrays,https://cses.fi/problemset/task/3420,CSES,medium,variants,,Two-Pointers | Distinctness | Subarrays,Proof-Heavy | Implementation-Heavy,Two Pointers | Frequency Counts | Subarray Reasoning,A good bridge from basic sliding windows to counting arguments based on a maintained invariant.
foundations/complexity-and-invariants,Foundations -> Complexity And Invariants,Playlist,https://cses.fi/problemset/task/1141,CSES,medium,variants,,Sliding-Window | Distinctness | Amortized-Analysis,Proof-Heavy | Data-Structure-Heavy,Two Pointers | Hash Maps | Amortized Analysis,A neat amortized two-pointer invariant problem with a clean linear-time proof.
foundations/complexity-and-invariants,Foundations -> Complexity And Invariants,Towers,https://cses.fi/problemset/task/1073,CSES,medium,classic,,Patience-Sorting | Lower Bound,Proof-Heavy | Data-Structure-Heavy,Greedy Reasoning | Binary Search | Sorted Containers,A classic proof-oriented greedy where the invariant is the sorted tower tops.
foundations/complexity-and-invariants,Foundations -> Complexity And Invariants,Increasing Array,https://cses.fi/problemset/task/1094,CSES,easy,theory,,Prefix-Maintenance | Prefix-Max,Proof-Heavy | Greedy-Heavy,Greedy Reasoning | Prefix Invariants | Arrays,A compact proof-by-invariant problem that rewards understanding why the greedy step is optimal.
foundations/cpp-language,Foundations -> C++ Language,Missing Number,https://cses.fi/problemset/task/1083,CSES,easy,warm-up,,Arrays | Math | Accumulation | Scan,Implementation-Heavy,Basic Arithmetic | Arrays | Input/Output,"Good practice for reading values, tracking a simple invariant, and avoiding off-by-one mistakes."
foundations/cpp-language,Foundations -> C++ Language,Repetitions,https://cses.fi/problemset/task/1069,CSES,easy,warm-up,,Scanning | Runs | Run-Length | Scan,Implementation-Heavy,Strings | Loops | Basic Comparisons,Reinforces careful string scanning and run-length style logic without extra data structures.
foundations/cpp-language,Foundations -> C++ Language,Weird Algorithm,https://cses.fi/problemset/task/1068,CSES,easy,warm-up,,Simulation | Loops | I/O | Branching,Implementation-Heavy,Basic Loops | Branching | Input/Output,"A clean first task for writing a loop, handling parity, and printing a sequence correctly."
foundations/cpp-language,Foundations -> C++ Language,Coin Piles,https://cses.fi/problemset/task/1754,CSES,easy,core,,Parity | Cases | Math,,,Great first problem for branch logic and case analysis.
foundations/cpp-language,Foundations -> C++ Language,Permutations,https://cses.fi/problemset/task/1070,CSES,easy,core,,Construction | Parity | Output-Formatting,Implementation-Heavy,Loops | Arrays | Simple Constructive Ideas,A nice starter for constructing outputs with a simple parity-based pattern.
foundations/cpp-language,Foundations -> C++ Language,Increasing Array,https://cses.fi/problemset/task/1094,CSES,easy,theory,,Arrays | Invariants,Proof-Heavy | Implementation-Heavy,Arrays | Greedy Reasoning | Prefix Invariants,A compact proof-by-invariant problem where the implementation is simple but the invariant matters.
foundations/difference-arrays,Foundations -> Difference Arrays,D - Water Heater,https://atcoder.jp/contests/abc183/tasks/abc183_d,AtCoder,medium,core,Imos,Difference Array | Sweep Line | Events,,,A clean event-sweep difference-array problem.
foundations/difference-arrays,Foundations -> Difference Arrays,Range Update Queries,https://cses.fi/problemset/task/1651,CSES,medium,core,Difference Array,Range-Add | Point-Query,Implementation-Heavy,Difference Arrays | Prefix Sums | Range Updates,The standard entry point for using a difference array to turn range updates into prefix scans.
foundations/difference-arrays,Foundations -> Difference Arrays,D - Snuke Prime,https://atcoder.jp/contests/abc188/tasks/abc188_d,AtCoder,hard,core,Imos,Difference Array | Sweep Line | Interval-Cost,,,"Sparse endpoints, then prefix accumulation."
foundations/difference-arrays,Foundations -> Difference Arrays,Greg and Array,https://codeforces.com/problemset/problem/295/A,Codeforces,medium,classic,,Difference Array | Offline | Range-Operations,Modeling-Heavy | Implementation-Heavy,Difference Arrays | Prefix Sums | Offline Processing,A strong benchmark for applying difference arrays both on operations and on the final array.
foundations/difference-arrays,Foundations -> Difference Arrays,Little Girl and Maximum Sum,https://codeforces.com/problemset/problem/276/C,Codeforces,medium,classic,,Difference Array | Sorting | Frequency,Greedy-Heavy | Math-Heavy,Difference Arrays | Sorting | Prefix Counts,A classic frequency-by-intervals problem where the difference array makes the key idea obvious.
foundations/prefix-sums,Foundations -> Prefix Sums,Static Range Sum Queries,https://cses.fi/problemset/task/1646,CSES,easy,warm-up,,Range-Sum | Prefix-Sum | Range-Query | Precompute,Implementation-Heavy,Prefix Sums | Indexing | Arrays,The simplest possible range-sum baseline for learning prefix preprocessing.
foundations/prefix-sums,Foundations -> Prefix Sums,Range Xor Queries,https://cses.fi/problemset/task/1650,CSES,easy,core,,Prefix-XOR | Range-Query | Bitwise,,,"Same template, but with xor accumulation."
foundations/prefix-sums,Foundations -> Prefix Sums,Subarray Sums I,https://cses.fi/problemset/task/1660,CSES,medium,core,,Two-Pointers | Subarrays,Implementation-Heavy,Prefix Sums | Positive Arrays | Sliding Window,A classic positive-array sliding-window problem that is really prefix sums in disguise.
foundations/prefix-sums,Foundations -> Prefix Sums,Subarray Sums II,https://cses.fi/problemset/task/1661,CSES,medium,core,,Hash-Map | Subarrays,Implementation-Heavy | Math-Heavy,Prefix Sums | Hash Maps | Counting,A standard prefix-sum counting problem that generalizes the idea beyond positive numbers.
foundations/prefix-sums,Foundations -> Prefix Sums,Subarray Divisibility,https://cses.fi/problemset/task/1662,CSES,medium,classic,,Mod Arithmetic | Counting,Math-Heavy,Prefix Sums | Modular Arithmetic | Frequency Counting,A canonical prefix-sum-plus-modulo benchmark that shows why equal remainders matter.
foundations/prefix-sums,Foundations -> Prefix Sums,Forest Queries,https://cses.fi/problemset/task/1652,CSES,medium,cross-topic,,2D Prefix Sums | Rectangles | Rectangle-Query | Grid,Modeling-Heavy | Query-Heavy,Prefix Sums | 2D Grids | Rectangle Inclusion-Exclusion,A great 2D prefix-sum benchmark with a very reusable inclusion-exclusion pattern.
foundations/sorting,Foundations -> Sorting,Apartments,https://cses.fi/problemset/task/1084,CSES,easy,core,,Two-Pointers | Matching | Sort,Greedy-Heavy | Implementation-Heavy,Sorting | Two Pointers | Greedy Matching,A classic sorted two-pointer matching problem with a very clean greedy proof.
foundations/sorting,Foundations -> Sorting,Movie Festival,https://cses.fi/problemset/task/1629,CSES,easy,core,,Intervals | Sort,Greedy-Heavy,Sorting | Interval Scheduling | Greedy,A textbook interval-scheduling problem that rewards sorting by finish time.
foundations/sorting,Foundations -> Sorting,Reading Books,https://cses.fi/problemset/task/1631,CSES,easy,core,,Scheduling,Greedy-Heavy,Sorting | Greedy Scheduling | Prefix Sums,A nice example of sorting plus a simple optimization argument.
foundations/sorting,Foundations -> Sorting,Tasks and Deadlines,https://cses.fi/problemset/task/1630,CSES,medium,core,,Sort | Ordering,,,A very standard sort-by-duration optimization.
foundations/sorting,Foundations -> Sorting,Ferris Wheel,https://cses.fi/problemset/task/1090,CSES,easy,classic,,Two-Pointers | Pairing | Sort,Greedy-Heavy,Sorting | Pairing | Two Pointers,One of the most recognizable introductory sorting-and-greedy pairings.
foundations/sorting,Foundations -> Sorting,Stick Lengths,https://cses.fi/problemset/task/1074,CSES,medium,classic,,Median | Absolute-Deviation,Math-Heavy | Greedy-Heavy,Sorting | Median | Absolute Deviations,A classic benchmark for the median-minimizes-L1-cost idea after sorting.
foundations/sorting,Foundations -> Sorting,Nested Ranges Check,https://cses.fi/problemset/task/2168,CSES,medium,advanced,,Intervals | Containment,Proof-Heavy | Greedy-Heavy,Sorting | Interval Containment | Sweep-Line Ideas,A strong sorting problem where handling interval order and ties is the main challenge.
foundations/stl,Foundations -> STL Basics,Distinct Numbers,https://cses.fi/problemset/task/1621,CSES,easy,warm-up,,Set | Deduplication | Frequency | Sort | Unique,Data-Structure-Heavy | Implementation-Heavy,Arrays | Sets | Hashing Basics,A straightforward entry point for seeing why a set or hash set is useful.
foundations/stl,Foundations -> STL Basics,Restaurant Customers,https://cses.fi/problemset/task/1619,CSES,easy,core,,Events | Sweep Line | Sorting,Modeling-Heavy | Implementation-Heavy,Sorting | Event Processing | Prefix Counts,Useful for learning to model arrivals and departures as events and process them cleanly.
foundations/stl,Foundations -> STL Basics,Towers,https://cses.fi/problemset/task/1073,CSES,medium,core,,Multiset | Lower Bound | Patience,,,Teaches the lower_bound pattern on a multiset.
foundations/stl,Foundations -> STL Basics,Concert Tickets,https://cses.fi/problemset/task/1091,CSES,medium,classic,,Multiset | Lower Bound,Data-Structure-Heavy | Greedy-Heavy,Sorting | Ordered Multiset Ideas | Greedy Matching,A canonical ordered-container problem that rewards knowing lower_bound-style queries.
foundations/stl,Foundations -> STL Basics,Room Allocation,https://cses.fi/problemset/task/1164,CSES,medium,classic,,Priority-Queue | Intervals | Assignment,Data-Structure-Heavy | Greedy-Heavy,Sorting | Priority Queues | Interval Scheduling,A strong multiset/priority-queue assignment problem that feels very STL-native.
foundations/stl,Foundations -> STL Basics,Traffic Lights,https://cses.fi/problemset/task/1163,CSES,medium,classic,,Ordered-Set | Intervals | Updates | Neighbors,Data-Structure-Heavy,Ordered Sets | Interval Reasoning | Sorting,A classic ordered-set exercise with dynamic insertions and interval maintenance.
foundations/stl,Foundations -> STL Basics,Sliding Window Cost,https://cses.fi/problemset/task/1077,CSES,hard,advanced,,Median | Sliding-Window | Absolute-Deviation,Data-Structure-Heavy,Multisets | Two Pointers | Median Reasoning,A deeper ordered-container problem that pairs median maintenance with cost accounting.
foundations/stl,Foundations -> STL Basics,Sliding Window Median,https://cses.fi/problemset/task/1076,CSES,hard,advanced,,Multiset | Median | Sliding-Window,Data-Structure-Heavy | Query-Heavy,Multisets | Two Pointers | Balanced Data Structures,A demanding but standard STL benchmark for maintaining order statistics over a moving window.
foundations/two-pointers,Foundations -> Two Pointers,Playlist,https://cses.fi/problemset/task/1141,CSES,medium,core,Sliding Window,Distinctness | Subarrays | Distinct,Implementation-Heavy | Proof-Heavy,Two Pointers | Hash Maps | Window Invariants,A clean sliding-window benchmark where the main skill is maintaining the window invariant.
foundations/two-pointers,Foundations -> Two Pointers,Subarray Sums I,https://cses.fi/problemset/task/1660,CSES,medium,core,Sliding Window,Subarrays | Positive-Sums | Positive-Array,Implementation-Heavy,Two Pointers | Positive Numbers | Window Sums,A standard positive-array window problem that helps lock in the expand-shrink pattern.
foundations/two-pointers,Foundations -> Two Pointers,Sum of Two Values,https://cses.fi/problemset/task/1640,CSES,medium,core,,Pair-Sum | Hash-Map,Implementation-Heavy,Sorting | Hash Maps | Pair Sums,A common first pair-sum problem that can be solved with either hashing or sorted two pointers.
foundations/two-pointers,Foundations -> Two Pointers,Sliding Window Distinct Values,https://cses.fi/problemset/task/3222,CSES,medium,variants,,Sliding-Window | Frequency-Counting | Distinct-Count,Implementation-Heavy,Two Pointers | Frequency Maps | Window Maintenance,A direct sliding-window variant that reinforces the same pattern with a slightly different output.
foundations/two-pointers,Foundations -> Two Pointers,Ferris Wheel,https://cses.fi/problemset/task/1090,CSES,easy,classic,,Pairing,Greedy-Heavy,Sorting | Two Pointers | Greedy Matching,A textbook two-pointer pairing problem that is easy to teach and easy to reuse.
foundations/two-pointers,Foundations -> Two Pointers,Distinct Values Subarrays,https://cses.fi/problemset/task/3420,CSES,medium,classic,Sliding Window,Distinctness | Distinct-Count,Proof-Heavy | Implementation-Heavy,Two Pointers | Frequency Counts | Subarray Counting,A classic counting-by-window problem that builds strong two-pointer intuition.
geometry/convex-hull,Geometry -> Convex Hull,Convex Hull,https://cses.fi/problemset/task/2195,CSES,medium,core,Sorting,Orientation | Monotone-Chain | Boundary,Sorting | Stack/Scan,Orientation Test | Sorting Points,The canonical Andrew monotone-chain convex hull problem.
geometry/convex-hull,Geometry -> Convex Hull,Convex Hull Extension,https://codeforces.com/gym/104757/problem/C,Codeforces Gym,hard,core,Extension,Hull-Expansion | Distance | Construction,,,Official contest problem centered on manipulating an existing hull.
geometry/convex-hull,Geometry -> Convex Hull,Polygons,https://codeforces.com/problemset/problem/166/B,Codeforces,hard,core,Containment,Strictly-Convex | Inside-Test | Polygon,,,Strong convex-polygon containment practice with hull-style reasoning.
geometry/convex-hull,Geometry -> Convex Hull,U2,https://codeforces.com/problemset/problem/1143/F,Codeforces,hard,core,,Parabolas | Upper-Hull | Counting,,,A more advanced geometry task often grouped with convex-hull thinking.
geometry/convex-hull,Geometry -> Convex Hull,Maximum Manhattan Distances,https://cses.fi/problemset/task/3410,CSES,hard,challenge,,Manhattan Distance | Transformations,Extreme-Point Reasoning,Coordinate Transforms | Extreme Value Tracking,Manhattan extremes are often solved by hull-like geometric transforms.
geometry/convex-hull,Geometry -> Convex Hull,Minimum Euclidean Distance,https://cses.fi/problemset/task/2194,CSES,hard,challenge,,Closest Pair | Sweep Line | Plane Geometry,Divide-And-Conquer | Sweep-Line,Sorting Points | Balanced Search By Y,A standard advanced geometry problem closely tied to hull-style point geometry.
geometry/counting-geometry,Geometry -> Counting Geometry,Polygon Lattice Points,https://cses.fi/problemset/task/2193,CSES,medium,core,,Lattice Points | Pick's Theorem,Counting,GCD | Shoelace Formula,A perfect counting-geometry problem on polygons.
geometry/counting-geometry,Geometry -> Counting Geometry,Right Triangles,https://codeforces.com/problemset/problem/52/B,Codeforces,medium,core,,Grid Geometry | Right Triangles,Combinatorics,Row/Column Counting,A grid-counting geometry problem with a simple but elegant formula.
geometry/counting-geometry,Geometry -> Counting Geometry,Satyam and Counting,https://codeforces.com/problemset/problem/2009/D,Codeforces,hard,core,Triangles,Points | Right-Triangles | Combinatorics,,,A modern CF counting-geometry task with triangle counting flavor.
geometry/counting-geometry,Geometry -> Counting Geometry,Triangles 3000,https://codeforces.com/problemset/problem/528/E,Codeforces,very-hard,core,Lines,Intersections | Triangle-Counting | Arrangements,,,A high-end geometric counting problem on line arrangements.
geometry/counting-geometry,Geometry -> Counting Geometry,Area of Rectangles,https://cses.fi/problemset/task/1741,CSES,hard,challenge,Union-Area,Area Union | Sweep Line | Measure | Events | Rectangle-Union,Coordinate Compression,Interval Counting,Area accumulation from geometric event processing.
geometry/counting-geometry,Geometry -> Counting Geometry,Intersection Points,https://cses.fi/problemset/task/1740,CSES,hard,challenge,Sweep-Line,Intersection Counting | Orthogonal-Segments | Events | Counts,Event Counting,,Counts geometric events rather than constructing explicit shapes.
geometry/polygon-area-point-location,Geometry -> Polygon Area And Point Location,Point Location Test,https://cses.fi/problemset/task/2189,CSES,easy,core,Point-Location | Orientation,Cross-Product | Relative-Position,Implementation,Cross Product Sign,A very lightweight point-location primitive useful in polygon code.
geometry/polygon-area-point-location,Geometry -> Polygon Area And Point Location,Polygon Area,https://cses.fi/problemset/task/2191,CSES,easy,core,Polygon-Area | Shoelace,Shoelace Formula | Signed-Area | Cross-Product | Simple-Polygon,Formula Derivation,Cross Product,A standard polygon-area starter problem.
geometry/polygon-area-point-location,Geometry -> Polygon Area And Point Location,Point in Polygon,https://cses.fi/problemset/task/2192,CSES,medium,core,Point-Location,Ray Casting | Orientation | Inside-Outside,Parity Counting,Orientation Test | Segment Intersection,Directly trains point-in-polygon logic and boundary handling.
